id_subsistema;nom_subsistema;din_instante;val_cargaenergiamwmed
SE;Sudeste/Centro-Oeste;2025-05-29;41524.10066667
N;Norte;2025-05-30;8463.75075
NE;Nordeste;2025-05-30;13712.078625
S;Sul;2025-05-30;13117.3105
SE;Sudeste/Centro-Oeste;2025-05-30;41642.29708333
N;Norte;2025-05-31;8130.70729167
NE;Nordeste;2025-05-31;12936.13620833
S;Sul;2025-05-31;11274.46633333
SE;Sudeste/Centro-Oeste;2025-05-31;38984.54979167
N;Norte;2025-06-01;7779.41541667
NE;Nordeste;2025-06-01;11932.67016667
S;Sul;2025-06-01;9908.77166667
SE;Sudeste/Centro-Oeste;2025-06-01;36067.29995833
N;Norte;2025-06-02;8326.88475
NE;Nordeste;2025-06-02;13326.45920833
S;Sul;2025-06-02;13363.230125
SE;Sudeste/Centro-Oeste;2025-06-02;41937.34091667
N;Norte;2025-06-03;8421.61004167
NE;Nordeste;2025-06-03;13527.20220833
S;Sul;2025-06-03;13709.692125
SE;Sudeste/Centro-Oeste;2025-06-03;43692.55658333
N;Norte;2025-06-04;8435.95858333
NE;Nordeste;2025-06-04;13414.849375
S;Sul;2025-06-04;13558.11045833
SE;Sudeste/Centro-Oeste;2025-06-04;44160.42291667
N;Norte;2025-06-05;8435.66641667
NE;Nordeste;2025-06-05;13456.05133333
S;Sul;2025-06-05;13373.74775
SE;Sudeste/Centro-Oeste;2025-06-05;44661.5405
N;Norte;2025-06-06;8451.736875
NE;Nordeste;2025-06-06;13413.49433333
S;Sul;2025-06-06;13130.86995833
SE;Sudeste/Centro-Oeste;2025-06-06;44631.0585
N;Norte;2025-06-07;8138.5205
NE;Nordeste;2025-06-07;12845.90591667
S;Sul;2025-06-07;11562.725375
SE;Sudeste/Centro-Oeste;2025-06-07;41515.36116667
N;Norte;2025-06-08;7696.24966667
NE;Nordeste;2025-06-08;11938.357625
S;Sul;2025-06-08;10164.276125
SE;Sudeste/Centro-Oeste;2025-06-08;38129.9915
N;Norte;2025-06-09;8286.66608333
NE;Nordeste;2025-06-09;13175.673625
S;Sul;2025-06-09;13301.588625
SE;Sudeste/Centro-Oeste;2025-06-09;43324.72208333
N;Norte;2025-06-10;8285.693875
NE;Nordeste;2025-06-10;13539.57233333
S;Sul;2025-06-10;13787.0455
SE;Sudeste/Centro-Oeste;2025-06-10;43290.95075
N;Norte;2025-06-11;8308.03616667
NE;Nordeste;2025-06-11;13681.331375
S;Sul;2025-06-11;13791.57566667
SE;Sudeste/Centro-Oeste;2025-06-11;42202.64304167
N;Norte;2025-06-12;8076.88670833
NE;Nordeste;2025-06-12;13603.320125
S;Sul;2025-06-12;13811.5795
SE;Sudeste/Centro-Oeste;2025-06-12;41212.13825
N;Norte;2025-06-13;7973.8795
NE;Nordeste;2025-06-13;13292.25470833
S;Sul;2025-06-13;13749.15875
SE;Sudeste/Centro-Oeste;2025-06-13;40627.41325
N;Norte;2025-06-14;7757.65579167
NE;Nordeste;2025-06-14;12292.20595833
S;Sul;2025-06-14;12315.25691667
SE;Sudeste/Centro-Oeste;2025-06-14;38458.80554167
N;Norte;2025-06-15;7418.73795833
NE;Nordeste;2025-06-15;11616.95183333
S;Sul;2025-06-15;10273.900625
SE;Sudeste/Centro-Oeste;2025-06-15;35887.06008333
N;Norte;2025-06-16;8058.314
NE;Nordeste;2025-06-16;13060.62645833
S;Sul;2025-06-16;13127.36054167
SE;Sudeste/Centro-Oeste;2025-06-16;41334.69070833
N;Norte;2025-06-17;8286.86045833
NE;Nordeste;2025-06-17;13076.708125
S;Sul;2025-06-17;13690.98208333
SE;Sudeste/Centro-Oeste;2025-06-17;42026.39933333
N;Norte;2025-06-18;8382.31770833
NE;Nordeste;2025-06-18;12920.220625
S;Sul;2025-06-18;13573.1355
SE;Sudeste/Centro-Oeste;2025-06-18;42322.42458333
N;Norte;2025-06-19;8025.08225
NE;Nordeste;2025-06-19;12319.325
S;Sul;2025-06-19;12243.26666667
SE;Sudeste/Centro-Oeste;2025-06-19;40020.98033333
N;Norte;2025-06-20;8226.80408333
NE;Nordeste;2025-06-20;12694.90358333
S;Sul;2025-06-20;12513.63091667
SE;Sudeste/Centro-Oeste;2025-06-20;41220.95691667
N;Norte;2025-06-21;7867.161625
NE;Nordeste;2025-06-21;12186.791625
S;Sul;2025-06-21;10845.4145
SE;Sudeste/Centro-Oeste;2025-06-21;38661.64158333
N;Norte;2025-06-22;7394.48533333
NE;Nordeste;2025-06-22;11332.294375
S;Sul;2025-06-22;10152.83766667
SE;Sudeste/Centro-Oeste;2025-06-22;36264.75254167
N;Norte;2025-06-23;8158.665125
NE;Nordeste;2025-06-23;12246.42854167
S;Sul;2025-06-23;13019.08070833
SE;Sudeste/Centro-Oeste;2025-06-23;42963.69341667
N;Norte;2025-06-24;8369.59104167
NE;Nordeste;2025-06-24;12247.297
S;Sul;2025-06-24;13509.26716667
SE;Sudeste/Centro-Oeste;2025-06-24;43314.25279167
N;Norte;2025-06-25;8301.33891667
NE;Nordeste;2025-06-25;13106.56025
S;Sul;2025-06-25;13538.89066667
SE;Sudeste/Centro-Oeste;2025-06-25;41131.04083333
N;Norte;2025-06-26;8002.220375
NE;Nordeste;2025-06-26;13282.41829167
S;Sul;2025-06-26;14258.60075
SE;Sudeste/Centro-Oeste;2025-06-26;41932.38816667
N;Norte;2025-06-27;8295.82320833
NE;Nordeste;2025-06-27;13047.726125
S;Sul;2025-06-27;13907.72045833
SE;Sudeste/Centro-Oeste;2025-06-27;42865.12104167
N;Norte;2025-06-28;7923.999125
NE;Nordeste;2025-06-28;12468.901
S;Sul;2025-06-28;12203.131875
SE;Sudeste/Centro-Oeste;2025-06-28;39850.40116667
N;Norte;2025-06-29;7618.910125
NE;Nordeste;2025-06-29;11230.67004167
S;Sul;2025-06-29;10657.43375
SE;Sudeste/Centro-Oeste;2025-06-29;36293.480625
N;Norte;2025-06-30;8146.16254167
NE;Nordeste;2025-06-30;12586.809375
S;Sul;2025-06-30;14092.1745
SE;Sudeste/Centro-Oeste;2025-06-30;41754.35858333
N;Norte;2025-07-01;8149.46825
NE;Nordeste;2025-07-01;12628.42695833
S;Sul;2025-07-01;14605.01908333
SE;Sudeste/Centro-Oeste;2025-07-01;41933.48616667
N;Norte;2025-07-02;8140.40083333
NE;Nordeste;2025-07-02;12546.51429167
S;Sul;2025-07-02;14679.02004167
SE;Sudeste/Centro-Oeste;2025-07-02;41330.44429167
N;Norte;2025-07-03;8115.70604167
NE;Nordeste;2025-07-03;12457.45520833
S;Sul;2025-07-03;14528.24858333
SE;Sudeste/Centro-Oeste;2025-07-03;40933.741125
N;Norte;2025-07-04;7864.13070833
NE;Nordeste;2025-07-04;12555.02679167
S;Sul;2025-07-04;14014.047
SE;Sudeste/Centro-Oeste;2025-07-04;40997.52404167
N;Norte;2025-07-05;7571.19116667
NE;Nordeste;2025-07-05;11983.365625
S;Sul;2025-07-05;11736.92429167
SE;Sudeste/Centro-Oeste;2025-07-05;37419.487
N;Norte;2025-07-06;7430.91029167
NE;Nordeste;2025-07-06;11239.86529167
S;Sul;2025-07-06;10307.152875
SE;Sudeste/Centro-Oeste;2025-07-06;34059.09425
N;Norte;2025-07-07;8033.890125
NE;Nordeste;2025-07-07;12580.45104167
S;Sul;2025-07-07;15340.716
SE;Sudeste/Centro-Oeste;2025-07-07;39598.34025
N;Norte;2025-07-08;8189.60554167
NE;Nordeste;2025-07-08;12365.461875
S;Sul;2025-07-08;13592.032875
SE;Sudeste/Centro-Oeste;2025-07-08;40906.20075
N;Norte;2025-07-09;8244.07258333
NE;Nordeste;2025-07-09;12450.82466667
S;Sul;2025-07-09;14087.76866667
SE;Sudeste/Centro-Oeste;2025-07-09;40027.38016667
N;Norte;2025-07-10;8235.40033333
NE;Nordeste;2025-07-10;12419.73291667
S;Sul;2025-07-10;14102.46579167
SE;Sudeste/Centro-Oeste;2025-07-10;41633.60695833
N;Norte;2025-07-11;8293.065875
NE;Nordeste;2025-07-11;12314.47583333
S;Sul;2025-07-11;14100.786875
SE;Sudeste/Centro-Oeste;2025-07-11;41820.30791667
N;Norte;2025-07-12;7970.20045833
NE;Nordeste;2025-07-12;11641.86675
S;Sul;2025-07-12;12243.08841667
SE;Sudeste/Centro-Oeste;2025-07-12;38733.84279167
N;Norte;2025-07-13;7515.45066667
NE;Nordeste;2025-07-13;10761.74916667
S;Sul;2025-07-13;10608.55170833
SE;Sudeste/Centro-Oeste;2025-07-13;35212.56345833
N;Norte;2025-07-14;7992.16229167
NE;Nordeste;2025-07-14;11991.7585
S;Sul;2025-07-14;13529.67458333
SE;Sudeste/Centro-Oeste;2025-07-14;40967.04954167
N;Norte;2025-07-15;8005.50395833
NE;Nordeste;2025-07-15;12259.57991667
S;Sul;2025-07-15;14031.29008333
SE;Sudeste/Centro-Oeste;2025-07-15;42143.51695833
N;Norte;2025-07-16;8015.66741667
NE;Nordeste;2025-07-16;12250.83775
S;Sul;2025-07-16;14318.21404167
SE;Sudeste/Centro-Oeste;2025-07-16;41929.491625
N;Norte;2025-07-17;8107.59370833
NE;Nordeste;2025-07-17;12444.419125
S;Sul;2025-07-17;14550.15566667
SE;Sudeste/Centro-Oeste;2025-07-17;42333.345625
N;Norte;2025-07-18;8153.78704167
NE;Nordeste;2025-07-18;12614.49241667
S;Sul;2025-07-18;14248.240125
SE;Sudeste/Centro-Oeste;2025-07-18;42061.91833333
N;Norte;2025-07-19;7902.82308333
NE;Nordeste;2025-07-19;12178.93645833
S;Sul;2025-07-19;12173.4525
SE;Sudeste/Centro-Oeste;2025-07-19;38428.12895833
N;Norte;2025-07-20;7597.88233333
NE;Nordeste;2025-07-20;11160.79929167
S;Sul;2025-07-20;10696.37158333
SE;Sudeste/Centro-Oeste;2025-07-20;35112.60745833
N;Norte;2025-07-21;8186.44141667
NE;Nordeste;2025-07-21;12326.604
S;Sul;2025-07-21;13767.662125
SE;Sudeste/Centro-Oeste;2025-07-21;41048.23429167
N;Norte;2025-07-22;8335.20966667
NE;Nordeste;2025-07-22;12451.02675
S;Sul;2025-07-22;14323.92133333
SE;Sudeste/Centro-Oeste;2025-07-22;42606.05183333
N;Norte;2025-07-23;8386.23445833
NE;Nordeste;2025-07-23;12704.60670833
S;Sul;2025-07-23;15487.24795833
SE;Sudeste/Centro-Oeste;2025-07-23;42843.44404167
N;Norte;2025-07-24;8457.31558333
NE;Nordeste;2025-07-24;12651.271375
S;Sul;2025-07-24;14963.90266667
SE;Sudeste/Centro-Oeste;2025-07-24;42889.30725
N;Norte;2025-07-25;8540.26983333
NE;Nordeste;2025-07-25;12434.23966667
S;Sul;2025-07-25;13598.16925
SE;Sudeste/Centro-Oeste;2025-07-25;42708.71175
N;Norte;2025-07-26;8147.140375
NE;Nordeste;2025-07-26;11777.58904167
S;Sul;2025-07-26;11914.406125
SE;Sudeste/Centro-Oeste;2025-07-26;39020.400375
N;Norte;2025-07-27;7794.484625
NE;Nordeste;2025-07-27;11167.92483333
S;Sul;2025-07-27;10932.71125
SE;Sudeste/Centro-Oeste;2025-07-27;36017.95554167
N;Norte;2025-07-28;8390.40733333
NE;Nordeste;2025-07-28;12145.567125
S;Sul;2025-07-28;13005.73616667
SE;Sudeste/Centro-Oeste;2025-07-28;42515.09004167
N;Norte;2025-07-29;8563.633125
NE;Nordeste;2025-07-29;12482.842375
S;Sul;2025-07-29;13309.364625
SE;Sudeste/Centro-Oeste;2025-07-29;41791.86283333
N;Norte;2025-07-30;8635.36716667
NE;Nordeste;2025-07-30;12718.01129167
S;Sul;2025-07-30;13421.19579167
SE;Sudeste/Centro-Oeste;2025-07-30;40661.410375
N;Norte;2025-07-31;8524.22245833
NE;Nordeste;2025-07-31;12796.918875
S;Sul;2025-07-31;13200.95604167
SE;Sudeste/Centro-Oeste;2025-07-31;41372.37025
N;Norte;2025-08-01;8240.17554167
NE;Nordeste;2025-08-01;12684.97945833
S;Sul;2025-08-01;13247.98116667
SE;Sudeste/Centro-Oeste;2025-08-01;41481.145
N;Norte;2025-08-02;7942.44320833
NE;Nordeste;2025-08-02;12116.47775
S;Sul;2025-08-02;11411.26408333
SE;Sudeste/Centro-Oeste;2025-08-02;38572.40591667
N;Norte;2025-08-03;7752.26604167
NE;Nordeste;2025-08-03;11453.76754167
S;Sul;2025-08-03;10461.41295833
SE;Sudeste/Centro-Oeste;2025-08-03;35207.25908333
N;Norte;2025-08-04;8427.958875
NE;Nordeste;2025-08-04;12580.54554167
S;Sul;2025-08-04;13190.61941667
SE;Sudeste/Centro-Oeste;2025-08-04;41038.911875
N;Norte;2025-08-05;8654.33204167
NE;Nordeste;2025-08-05;12822.288625
S;Sul;2025-08-05;13168.38125
SE;Sudeste/Centro-Oeste;2025-08-05;42677.83504167
N;Norte;2025-08-06;8642.43591667
NE;Nordeste;2025-08-06;12932.70895833
S;Sul;2025-08-06;13149.64170833
SE;Sudeste/Centro-Oeste;2025-08-06;41971.73720833
N;Norte;2025-08-07;8575.188125
NE;Nordeste;2025-08-07;12944.50983333
S;Sul;2025-08-07;13176.38504167
SE;Sudeste/Centro-Oeste;2025-08-07;42454.31370833
N;Norte;2025-08-08;8422.67575
NE;Nordeste;2025-08-08;12833.89925
S;Sul;2025-08-08;13618.97608333
SE;Sudeste/Centro-Oeste;2025-08-08;42748.43758333
N;Norte;2025-08-09;8009.86095833
NE;Nordeste;2025-08-09;12333.30683333
S;Sul;2025-08-09;11282.78658333
SE;Sudeste/Centro-Oeste;2025-08-09;38429.36641667
N;Norte;2025-08-10;7713.41991667
NE;Nordeste;2025-08-10;11672.39620833
S;Sul;2025-08-10;9481.53041667
SE;Sudeste/Centro-Oeste;2025-08-10;33992.91741667
N;Norte;2025-08-11;8446.06883333
NE;Nordeste;2025-08-11;12961.19154167
S;Sul;2025-08-11;12809.23970833
SE;Sudeste/Centro-Oeste;2025-08-11;39449.778625
N;Norte;2025-08-12;8469.08591667
NE;Nordeste;2025-08-12;12951.60679167
S;Sul;2025-08-12;13292.71808333
SE;Sudeste/Centro-Oeste;2025-08-12;40629.72383333
N;Norte;2025-08-13;8504.53991667
NE;Nordeste;2025-08-13;12916.00954167
S;Sul;2025-08-13;13282.91158333
SE;Sudeste/Centro-Oeste;2025-08-13;41211.44675
N;Norte;2025-08-14;8517.73158333
NE;Nordeste;2025-08-14;12764.75025
S;Sul;2025-08-14;13631.05179167
SE;Sudeste/Centro-Oeste;2025-08-14;41969.38866667
N;Norte;2025-08-15;8386.10375
NE;Nordeste;2025-08-15;12806.08583333
S;Sul;2025-08-15;13571.784875
SE;Sudeste/Centro-Oeste;2025-08-15;41840.33954167
N;Norte;2025-08-16;8285.80829167
NE;Nordeste;2025-08-16;11971.63704167
S;Sul;2025-08-16;11630.93825
SE;Sudeste/Centro-Oeste;2025-08-16;39147.65141667
N;Norte;2025-08-17;8066.77954167
NE;Nordeste;2025-08-17;11051.32966667
S;Sul;2025-08-17;10248.027875
SE;Sudeste/Centro-Oeste;2025-08-17;35971.15758333
N;Norte;2025-08-18;8661.698625
NE;Nordeste;2025-08-18;11919.18695833
S;Sul;2025-08-18;13675.00358333
SE;Sudeste/Centro-Oeste;2025-08-18;42239.471125
N;Norte;2025-08-19;8843.83095833
NE;Nordeste;2025-08-19;12428.70516667
S;Sul;2025-08-19;13995.6225
SE;Sudeste/Centro-Oeste;2025-08-19;43374.494
N;Norte;2025-08-20;8909.7855
NE;Nordeste;2025-08-20;12315.46183333
S;Sul;2025-08-20;13720.606625
SE;Sudeste/Centro-Oeste;2025-08-20;44074.51679167
N;Norte;2025-08-21;8888.72054167
NE;Nordeste;2025-08-21;12591.93845833
S;Sul;2025-08-21;13572.00325
SE;Sudeste/Centro-Oeste;2025-08-21;45226.72354167
N;Norte;2025-08-22;8932.81441667
NE;Nordeste;2025-08-22;12288.61029167
S;Sul;2025-08-22;13835.93554167
SE;Sudeste/Centro-Oeste;2025-08-22;45345.91029167
N;Norte;2025-08-23;8589.75016667
NE;Nordeste;2025-08-23;12202.51716667
S;Sul;2025-08-23;12249.09704167
SE;Sudeste/Centro-Oeste;2025-08-23;42218.78579167
N;Norte;2025-08-24;8229.98029167
NE;Nordeste;2025-08-24;11622.8555
S;Sul;2025-08-24;10481.766875
SE;Sudeste/Centro-Oeste;2025-08-24;38034.43966667
N;Norte;2025-08-25;8899.86470833
NE;Nordeste;2025-08-25;12724.72783333
S;Sul;2025-08-25;13078.13583333
SE;Sudeste/Centro-Oeste;2025-08-25;43194.15575
N;Norte;2025-08-26;8878.27466667
NE;Nordeste;2025-08-26;13030.588625
S;Sul;2025-08-26;13635.62258333
SE;Sudeste/Centro-Oeste;2025-08-26;43949.52491667
N;Norte;2025-08-27;8870.86054167
NE;Nordeste;2025-08-27;12850.19683333
S;Sul;2025-08-27;12966.15041667
SE;Sudeste/Centro-Oeste;2025-08-27;44152.6905
N;Norte;2025-08-28;9070.25633333
NE;Nordeste;2025-08-28;13149.32045833
S;Sul;2025-08-28;12577.74379167
SE;Sudeste/Centro-Oeste;2025-08-28;44449.00533333
N;Norte;2025-08-29;9058.53583333
NE;Nordeste;2025-08-29;13037.52366667
S;Sul;2025-08-29;12634.53433333
SE;Sudeste/Centro-Oeste;2025-08-29;44479.67225
N;Norte;2025-08-30;8402.44229167
NE;Nordeste;2025-08-30;12243.78116667
S;Sul;2025-08-30;10762.63004167
SE;Sudeste/Centro-Oeste;2025-08-30;40380.97779167
N;Norte;2025-08-31;8128.45858333
NE;Nordeste;2025-08-31;11745.98679167
S;Sul;2025-08-31;9641.71333333
SE;Sudeste/Centro-Oeste;2025-08-31;36583.37179167
N;Norte;2025-09-01;8788.29866667
NE;Nordeste;2025-09-01;12751.68029167
S;Sul;2025-09-01;12984.6455
SE;Sudeste/Centro-Oeste;2025-09-01;42785.94545833
N;Norte;2025-09-02;8919.50245833
NE;Nordeste;2025-09-02;12904.43075
S;Sul;2025-09-02;13604.20516667
SE;Sudeste/Centro-Oeste;2025-09-02;44240.86716667
N;Norte;2025-09-03;8954.603
NE;Nordeste;2025-09-03;12851.36775
S;Sul;2025-09-03;13775.76766667
SE;Sudeste/Centro-Oeste;2025-09-03;44198.15020833
N;Norte;2025-09-04;8843.658125
NE;Nordeste;2025-09-04;12831.381
S;Sul;2025-09-04;14046.97654167
SE;Sudeste/Centro-Oeste;2025-09-04;44525.46195833
N;Norte;2025-09-05;8792.32808333
NE;Nordeste;2025-09-05;12886.93933333
S;Sul;2025-09-05;13659.92933333
SE;Sudeste/Centro-Oeste;2025-09-05;44641.08091667
N;Norte;2025-09-06;8507.05395833
NE;Nordeste;2025-09-06;12268.49929167
S;Sul;2025-09-06;11317.33541667
SE;Sudeste/Centro-Oeste;2025-09-06;39928.31325
N;Norte;2025-09-07;8109.647625
NE;Nordeste;2025-09-07;11516.407
S;Sul;2025-09-07;9796.22033333
SE;Sudeste/Centro-Oeste;2025-09-07;36616.26454167
N;Norte;2025-09-08;8725.80245833
NE;Nordeste;2025-09-08;12788.75525
S;Sul;2025-09-08;13133.81904167
SE;Sudeste/Centro-Oeste;2025-09-08;43531.99808333
N;Norte;2025-09-09;9061.45383333
NE;Nordeste;2025-09-09;13211.739375
S;Sul;2025-09-09;13025.66133333
SE;Sudeste/Centro-Oeste;2025-09-09;46058.97104167
N;Norte;2025-09-10;8857.8235
NE;Nordeste;2025-09-10;13377.09533333
S;Sul;2025-09-10;12691.23441667
SE;Sudeste/Centro-Oeste;2025-09-10;45266.963
N;Norte;2025-09-11;9222.86425
NE;Nordeste;2025-09-11;13624.78454167
S;Sul;2025-09-11;12961.24979167
SE;Sudeste/Centro-Oeste;2025-09-11;45522.1445
N;Norte;2025-09-12;9210.306875
NE;Nordeste;2025-09-12;13691.151625
S;Sul;2025-09-12;12864.81833333
SE;Sudeste/Centro-Oeste;2025-09-12;45353.7125
N;Norte;2025-09-13;8614.02616667
NE;Nordeste;2025-09-13;13136.67995833
S;Sul;2025-09-13;11226.057875
SE;Sudeste/Centro-Oeste;2025-09-13;41378.52245833
N;Norte;2025-09-14;8353.007
NE;Nordeste;2025-09-14;12156.18770833
S;Sul;2025-09-14;10013.85204167
SE;Sudeste/Centro-Oeste;2025-09-14;37914.39916667
N;Norte;2025-09-15;9138.41875
NE;Nordeste;2025-09-15;13267.21533333
S;Sul;2025-09-15;13374.69154167
SE;Sudeste/Centro-Oeste;2025-09-15;44247.68125
N;Norte;2025-09-16;9349.47258333
NE;Nordeste;2025-09-16;13016.07916667
S;Sul;2025-09-16;13661.02258333
SE;Sudeste/Centro-Oeste;2025-09-16;44793.49525
N;Norte;2025-09-17;9229.54958333
NE;Nordeste;2025-09-17;13289.95797917
S;Sul;2025-09-17;13766.88429167
SE;Sudeste/Centro-Oeste;2025-09-17;44148.1425
N;Norte;2025-09-18;9156.78533333
NE;Nordeste;2025-09-18;13491.83508333
S;Sul;2025-09-18;13820.21608333
SE;Sudeste/Centro-Oeste;2025-09-18;44097.80433333
N;Norte;2025-09-19;9258.12066667
NE;Nordeste;2025-09-19;13611.62945833
S;Sul;2025-09-19;14018.82908333
SE;Sudeste/Centro-Oeste;2025-09-19;45175.37370833
N;Norte;2025-09-20;8953.70529167
NE;Nordeste;2025-09-20;13031.34795833
S;Sul;2025-09-20;12357.37629167
SE;Sudeste/Centro-Oeste;2025-09-20;42288.65191667
N;Norte;2025-09-21;8615.24333333
NE;Nordeste;2025-09-21;12176.46475
S;Sul;2025-09-21;10966.91091667
SE;Sudeste/Centro-Oeste;2025-09-21;40404.59954167
N;Norte;2025-09-22;9272.68116667
NE;Nordeste;2025-09-22;13612.932875
S;Sul;2025-09-22;12680.77529167
SE;Sudeste/Centro-Oeste;2025-09-22;46277.30375
N;Norte;2025-09-23;9309.01016667
NE;Nordeste;2025-09-23;13844.51520833
S;Sul;2025-09-23;12367.964
SE;Sudeste/Centro-Oeste;2025-09-23;44283.37870833
N;Norte;2025-09-24;9247.3855
NE;Nordeste;2025-09-24;14049.24191667
S;Sul;2025-09-24;12472.012875
SE;Sudeste/Centro-Oeste;2025-09-24;43633.63241667
N;Norte;2025-09-25;9267.11433333
NE;Nordeste;2025-09-25;13698.91333333
S;Sul;2025-09-25;12704.17958333
SE;Sudeste/Centro-Oeste;2025-09-25;41686.654125
N;Norte;2025-09-26;9189.38583333
NE;Nordeste;2025-09-26;13359.72308333
S;Sul;2025-09-26;12562.02591667
SE;Sudeste/Centro-Oeste;2025-09-26;40727.67483333
N;Norte;2025-09-27;8684.43083333
NE;Nordeste;2025-09-27;12359.85320833
S;Sul;2025-09-27;11035.81133333
SE;Sudeste/Centro-Oeste;2025-09-27;37785.583375
N;Norte;2025-09-28;8257.4345
NE;Nordeste;2025-09-28;11575.17254167
S;Sul;2025-09-28;9993.11633333
SE;Sudeste/Centro-Oeste;2025-09-28;35832.68029167
N;Norte;2025-09-29;
NE;Nordeste;2025-09-29;
S;Sul;2025-09-29;
SE;Sudeste/Centro-Oeste;2025-09-29;
