id_subsistema;nom_subsistema;din_instante;val_gerhidraulica;val_gertermica;val_gereolica;val_gersolar;val_carga;val_intercambio
SE;SUDESTE/CENTRO-OESTE;2025-09-03 05:00:00;19514.503;8078.71;240.615;31.237;37914.284;-10049.21899999
S;SUL;2025-09-03 05:00:00;9928.712;866.439;662.707;1.0;11083.349;375.509
NE;NORDESTE;2025-09-03 06:00:00;2107.683;819.84299999;18939.633;2762.38299999;11795.76799999;12833.774
N;NORTE;2025-09-03 06:00:00;2429.58399999;2795.85;293.27999999;185.45799999;7987.242;-2283.07
SIN;SISTEMA INTERLIGADO NACIONAL;2025-09-03 06:00:00;35730.643;12546.791;20170.11;4625.757;73073.3;0.0
SE;SUDESTE/CENTRO-OESTE;2025-09-03 06:00:00;19474.206;8065.09;239.895;1596.24699999;40730.12;-11354.682
S;SUL;2025-09-03 06:00:00;11719.16999999;866.008;697.302;81.669;12560.17099999;803.978
NE;NORDESTE;2025-09-03 07:00:00;2111.719;781.723;17025.533;4898.47999999;12033.25799999;12784.197
N;NORTE;2025-09-03 07:00:00;2359.121;2757.41499999;192.071;688.486;8012.918;-2015.82499999
SIN;SISTEMA INTERLIGADO NACIONAL;2025-09-03 07:00:00;32278.477;12473.527;18402.337;13190.45;76344.79;0.0
SE;SUDESTE/CENTRO-OESTE;2025-09-03 07:00:00;18240.96;8069.511;237.466;6857.686;42387.805;-8982.18199999
S;SUL;2025-09-03 07:00:00;9566.677;864.878;947.267;745.798;13910.81;-1786.19
NE;NORDESTE;2025-09-03 08:00:00;2115.71699999;786.008;15212.827;6019.924;12299.076;11835.4
N;NORTE;2025-09-03 08:00:00;2501.989;2716.516;208.487;1283.163;8512.742;-1802.587
SIN;SISTEMA INTERLIGADO NACIONAL;2025-09-03 08:00:00;30557.792;12346.256;16468.207;19553.906;78926.16;0.0
SE;SUDESTE/CENTRO-OESTE;2025-09-03 08:00:00;17301.81699999;7952.819;237.218;10506.404;43501.975;-7503.717
S;SUL;2025-09-03 08:00:00;8638.269;890.91299999;809.675;1744.415;14612.368;-2529.096
NE;NORDESTE;2025-09-03 09:00:00;2104.437;783.095;13609.565;7824.919;12272.631;12049.385
N;NORTE;2025-09-03 09:00:00;2227.524;2506.93099999;216.11;1807.176;8717.414;-1959.673
SIN;SISTEMA INTERLIGADO NACIONAL;2025-09-03 09:00:00;27626.374;12051.848;14902.872;25538.413;80119.51;0.0
SE;SUDESTE/CENTRO-OESTE;2025-09-03 09:00:00;16050.47499999;7884.951;229.666;13203.295;44313.544;-6945.15699999
S;SUL;2025-09-03 09:00:00;7243.938;876.87099999;847.531;2703.023;14815.918;-3144.555
NE;NORDESTE;2025-09-03 10:00:00;2104.987;791.75999999;12520.122;8553.64299999;12521.27499999;11449.237
N;NORTE;2025-09-03 10:00:00;2329.84899999;2260.883;203.549;2175.876;8948.361;-1978.204
SIN;SISTEMA INTERLIGADO NACIONAL;2025-09-03 10:00:00;27042.118;11631.861;13629.402;29592.929;81896.31;0.0
SE;SUDESTE/CENTRO-OESTE;2025-09-03 10:00:00;15388.93;7681.20599999;230.826;15375.662;45273.704;-6597.08
S;SUL;2025-09-03 10:00:00;7218.352;898.012;674.905;3487.748;15152.97;-2873.953
NE;NORDESTE;2025-09-03 11:00:00;2107.773;788.07199999;10958.42199999;8689.358;12220.714;10322.911
N;NORTE;2025-09-03 11:00:00;2335.469;2242.609;145.421;2341.689;8982.735;-1917.547
SIN;SISTEMA INTERLIGADO NACIONAL;2025-09-03 11:00:00;27320.333;11603.405;12021.022;31223.141;82167.9;0.0
SE;SUDESTE/CENTRO-OESTE;2025-09-03 11:00:00;15219.24299999;7672.02;232.17;16207.46799999;45709.99699999;-6379.096
S;SUL;2025-09-03 11:00:00;7657.84799999;900.704;685.009;3984.626;15254.455;-2026.268
NE;NORDESTE;2025-09-03 12:00:00;2106.19999999;777.496;9743.965;8187.94;11710.421;9105.18
N;NORTE;2025-09-03 12:00:00;2427.991;2264.022;89.06;2302.406;8935.78;-1852.301
SIN;SISTEMA INTERLIGADO NACIONAL;2025-09-03 12:00:00;26943.4;11647.808;10606.214;30380.921;79578.34;0.0
SE;SUDESTE/CENTRO-OESTE;2025-09-03 12:00:00;15057.59799999;7705.013;219.393;15782.514;44851.465;-6086.947
S;SUL;2025-09-03 12:00:00;7351.61099999;901.277;553.79599999;4108.06099999;14080.677;-1165.932
NE;NORDESTE;2025-09-03 13:00:00;2142.56799999;782.822;10540.952;8240.91599999;11896.478;9810.78
N;NORTE;2025-09-03 13:00:00;2544.068;2391.622;164.601;2033.681;9212.322;-2078.35
SIN;SISTEMA INTERLIGADO NACIONAL;2025-09-03 13:00:00;28619.118;11944.808;11488.109;29213.011;81265.05;0.0
SE;SUDESTE/CENTRO-OESTE;2025-09-03 13:00:00;16070.46599999;7883.09899999;214.3;15112.84299999;45570.18299999;-6289.475
S;SUL;2025-09-03 13:00:00;7862.016;887.265;568.256;3825.571;14586.06299999;-1442.955
NE;NORDESTE;2025-09-03 14:00:00;2138.774;795.93199999;13648.916;8210.346;12715.488;12078.48
N;NORTE;2025-09-03 14:00:00;2606.97899999;2654.38;241.39;1644.024;9486.681;-2339.908
SIN;SISTEMA INTERLIGADO NACIONAL;2025-09-03 14:00:00;30373.048;12336.706;14820.555;26181.945;83712.25;0.0
SE;SUDESTE/CENTRO-OESTE;2025-09-03 14:00:00;16552.889;8004.771;213.241;13150.8;46554.172;-8632.471
S;SUL;2025-09-03 14:00:00;9074.406;881.623;717.008;3176.775;14955.913;-1106.101
NE;NORDESTE;2025-09-03 15:00:00;2116.56499999;819.48699999;15443.863;7263.678;13071.275;12572.318
N;NORTE;2025-09-03 15:00:00;2718.727;2654.15899999;340.644;1181.38999999;9543.31699999;-2648.397
SIN;SISTEMA INTERLIGADO NACIONAL;2025-09-03 15:00:00;34914.369;12530.908;16915.489;20399.509;84760.28;0.0
SE;SUDESTE/CENTRO-OESTE;2025-09-03 15:00:00;19479.97799999;8168.289;224.43;9716.18199999;47100.27699999;-9511.39799999
S;SUL;2025-09-03 15:00:00;10599.09899999;888.973;906.552;2238.259;15045.40599999;-412.523
NE;NORDESTE;2025-09-03 16:00:00;2148.061;907.482;17995.12899999;3959.324;13311.74699999;11698.249
N;NORTE;2025-09-03 16:00:00;2717.521;2667.593;358.379;676.412;9390.9;-2970.995
SIN;SISTEMA INTERLIGADO NACIONAL;2025-09-03 16:00:00;41984.364;12831.636;19551.972;11871.28;86239.25;0.0
SE;SUDESTE/CENTRO-OESTE;2025-09-03 16:00:00;24653.367;8355.966;233.123;6043.051;48060.877;-8775.37
S;SUL;2025-09-03 16:00:00;12465.415;900.595;965.341;1192.493;15475.728;48.116
NE;NORDESTE;2025-09-03 17:00:00;3275.071;1036.281;20961.33399999;443.87999999;13937.71999999;11778.846
N;NORTE;2025-09-03 17:00:00;3883.952;2673.061;388.147;216.537;9025.852;-1864.155
SIN;SISTEMA INTERLIGADO NACIONAL;2025-09-03 17:00:00;48780.632;13233.688;22772.153;2352.161;87138.63;0.0
SE;SUDESTE/CENTRO-OESTE;2025-09-03 17:00:00;29444.726;8570.461;258.25099999;1385.63299999;48578.153;-8919.08199999
S;SUL;2025-09-03 17:00:00;12176.883;953.885;1164.421;306.111;15596.909;-995.609
NE;NORDESTE;2025-09-03 18:00:00;5272.35499999;1056.943;20465.468;2.031;14639.782;12157.015
N;NORTE;2025-09-03 18:00:00;5579.091;2676.199;380.506;20.813;8869.34099999;-212.73199999
SIN;SISTEMA INTERLIGADO NACIONAL;2025-09-03 18:00:00;56238.878;13260.507;22471.51;66.641;92037.54;0.0
SE;SUDESTE/CENTRO-OESTE;2025-09-03 18:00:00;32151.587;8593.57299999;257.337;42.26199999;51967.955;-10923.196
S;SUL;2025-09-03 18:00:00;13235.845;933.792;1368.199;1.535;16560.45799999;-1021.087
NE;NORDESTE;2025-09-03 19:00:00;5331.563;1055.751;19931.60499999;1.69099999;14165.45499999;12155.155
N;NORTE;2025-09-03 19:00:00;4532.412;2702.89399999;365.124;0.634;9155.095;-1554.031
SIN;SISTEMA INTERLIGADO NACIONAL;2025-09-03 19:00:00;56616.338;13279.938;22086.426;11.822;91994.52;0.0
SE;SUDESTE/CENTRO-OESTE;2025-09-03 19:00:00;32723.0;8612.718;249.548;8.497;51911.721;-10317.958
S;SUL;2025-09-03 19:00:00;14029.363;908.575;1540.149;1.0;16762.253;-283.166
NE;NORDESTE;2025-09-03 20:00:00;5025.49199999;1056.73;20653.47499999;0.0;13910.97799999;12824.719
N;NORTE;2025-09-03 20:00:00;3162.075;2728.144;327.02499999;0.0;9298.37199999;-3081.128
SIN;SISTEMA INTERLIGADO NACIONAL;2025-09-03 20:00:00;54151.016;13338.039;22597.731;1.0;90087.79;0.0
SE;SUDESTE/CENTRO-OESTE;2025-09-03 20:00:00;32033.44399999;8641.74;249.835;0.0;50910.42199999;-9985.403
S;SUL;2025-09-03 20:00:00;13930.005;911.425;1367.39599999;1.0;15968.014;241.812
NE;NORDESTE;2025-09-03 21:00:00;4852.564;1057.846;21007.589;0.0;14122.325;12795.674
N;NORTE;2025-09-03 21:00:00;2692.429;2744.82899999;371.32;0.0;9468.04999999;-3659.472
SIN;SISTEMA INTERLIGADO NACIONAL;2025-09-03 21:00:00;52363.248;13345.514;22835.346;1.0;88545.11;0.0
SE;SUDESTE/CENTRO-OESTE;2025-09-03 21:00:00;31411.822;8645.298;246.381;0.0;49728.126;-9424.625
S;SUL;2025-09-03 21:00:00;13406.433;897.541;1210.056;1.0;15226.607;288.423
NE;NORDESTE;2025-09-03 22:00:00;3855.516;1050.63899999;21421.61099999;0.0;13841.76199999;12486.004
N;NORTE;2025-09-03 22:00:00;2693.206;2765.968;408.414;0.0;9556.024;-3688.436
SIN;SISTEMA INTERLIGADO NACIONAL;2025-09-03 22:00:00;47947.224;13356.647;23156.258;1.0;84461.13;0.0
SE;SUDESTE/CENTRO-OESTE;2025-09-03 22:00:00;28626.618;8659.45699999;251.938;0.0;46981.735;-9443.722
S;SUL;2025-09-03 22:00:00;12771.88399999;880.583;1074.295;1.0;14081.60799999;646.154
NE;NORDESTE;2025-09-03 23:00:00;2709.70499999;940.053;21680.048;0.0;13271.25399999;12058.552
N;NORTE;2025-09-03 23:00:00;2631.687;2764.953;412.716;0.0;9470.697;-3661.341
SIN;SISTEMA INTERLIGADO NACIONAL;2025-09-03 23:00:00;41792.507;13282.616;23696.102;1.0;78772.23;0.0
SE;SUDESTE/CENTRO-OESTE;2025-09-03 23:00:00;26145.092;8678.234;253.682;0.0;43344.802;-8267.794
S;SUL;2025-09-03 23:00:00;10306.02299999;899.376;1349.656;1.0;12685.472;-129.417
NE;NORDESTE;2025-09-04 00:00:00;2182.86299999;825.015;22235.62999999;0.0;12809.85199999;12433.656
N;NORTE;2025-09-04 00:00:00;2531.949;2778.145;415.324;0.0;9236.42099999;-3511.003
SIN;SISTEMA INTERLIGADO NACIONAL;2025-09-04 00:00:00;36242.43;13271.263;24358.445;1.0;73723.45;149.69
SE;SUDESTE/CENTRO-OESTE;2025-09-04 00:00:00;23753.091;8711.12799999;255.938;0.0;40149.477;-7429.32
S;SUL;2025-09-04 00:00:00;7774.527;956.975;1451.553;1.0;11527.697;-1343.642
NE;NORDESTE;2025-09-04 01:00:00;2161.921;834.651;21986.358;0.0;12381.454;12601.476
N;NORTE;2025-09-04 01:00:00;2486.049;2784.36;415.319;0.0;9074.156;-3388.428
SIN;SISTEMA INTERLIGADO NACIONAL;2025-09-04 01:00:00;33765.611;12622.415;24140.301;1.0;70287.36;241.97
SE;SUDESTE/CENTRO-OESTE;2025-09-04 01:00:00;21890.482;8090.878;255.963;0.0;37984.186;-7746.863
S;SUL;2025-09-04 01:00:00;7227.159;912.526;1482.661;1.0;10847.559;-1224.213
NE;NORDESTE;2025-09-04 02:00:00;2245.167;836.862;21582.275;0.0;12180.572;12483.732
N;NORTE;2025-09-04 02:00:00;2473.327;2792.407;415.722;0.0;8834.344;-3152.888
SIN;SISTEMA INTERLIGADO NACIONAL;2025-09-04 02:00:00;32501.585;12597.363;23459.17;1.0;68169.71;389.41
SE;SUDESTE/CENTRO-OESTE;2025-09-04 02:00:00;20631.475;8074.86199999;247.01;0.0;36675.812;-7722.465
S;SUL;2025-09-04 02:00:00;7151.61599999;893.232;1214.163;1.0;10478.98299999;-1218.972
NE;NORDESTE;2025-09-04 03:00:00;2251.83399999;876.287;21641.115;0.0;12083.412;12685.824
N;NORTE;2025-09-04 03:00:00;2606.027;2801.38599999;403.173;0.0;8641.09;-2830.504
SIN;SISTEMA INTERLIGADO NACIONAL;2025-09-04 03:00:00;31710.591;12638.64;23275.552;1.0;67157.75;468.03
SE;SUDESTE/CENTRO-OESTE;2025-09-04 03:00:00;19427.196;8065.389;241.072;0.0;36091.083;-8357.426
S;SUL;2025-09-04 03:00:00;7425.534;895.578;990.192;1.0;10342.165;-1029.86099999
NE;NORDESTE;2025-09-04 04:00:00;2241.027;885.948;21142.231;2.085;11907.252;12364.039
N;NORTE;2025-09-04 04:00:00;2476.691;2799.607;406.787;0.0;8465.059;-2781.974
SIN;SISTEMA INTERLIGADO NACIONAL;2025-09-04 04:00:00;31932.987;12783.699;22981.726;10.872;67240.32;468.96
SE;SUDESTE/CENTRO-OESTE;2025-09-04 04:00:00;19284.177;8205.602;243.865;7.787;36318.496;-8577.065
S;SUL;2025-09-04 04:00:00;7931.092;892.542;1188.84299999;1.0;10549.517;-536.04
NE;NORDESTE;2025-09-04 05:00:00;2192.72899999;883.475;20757.127;200.846;11979.811;12054.366
N;NORTE;2025-09-04 05:00:00;2539.878;2805.691;371.515;10.469;8220.44;-2492.88699999
SIN;SISTEMA INTERLIGADO NACIONAL;2025-09-04 05:00:00;34846.393;12784.233;22259.097;252.148;69672.89;468.98
SE;SUDESTE/CENTRO-OESTE;2025-09-04 05:00:00;19771.798;8137.325;253.581;39.833;38161.09399999;-9958.55699999
S;SUL;2025-09-04 05:00:00;10341.988;957.742;876.87399999;1.0;11311.549;866.055
NE;NORDESTE;2025-09-04 06:00:00;1977.542;860.942;19546.709;1953.93999999;12108.637;12230.496
N;NORTE;2025-09-04 06:00:00;2440.24199999;2808.878;245.18;186.468;7948.321;-2267.553
SIN;SISTEMA INTERLIGADO NACIONAL;2025-09-04 06:00:00;35963.728;13251.96;20924.535;3889.442;73560.64;469.03
SE;SUDESTE/CENTRO-OESTE;2025-09-04 06:00:00;19477.339;8604.302;251.626;1667.966;40651.323;-10650.09
S;SUL;2025-09-04 06:00:00;12068.60499999;977.838;881.02;81.068;12852.35399999;1156.177
NE;NORDESTE;2025-09-04 07:00:00;2091.244;823.323;15526.94199999;3522.02099999;11893.42999999;10070.09999999
N;NORTE;2025-09-04 07:00:00;2361.37799999;2772.341;213.442;670.146;8003.18399999;-1985.87699999
SIN;SISTEMA INTERLIGADO NACIONAL;2025-09-04 07:00:00;33741.921;13234.892;16891.338;12482.95;75928.65;422.45
SE;SUDESTE/CENTRO-OESTE;2025-09-04 07:00:00;18945.092;8656.418;242.92;7687.324;41823.054;-6291.3
S;SUL;2025-09-04 07:00:00;10344.20699999;982.81;908.034;603.45899999;14208.98499999;-1370.47499999
NE;NORDESTE;2025-09-04 08:00:00;2138.067;834.88399999;13240.117;6140.381;12056.412;10297.037
N;NORTE;2025-09-04 08:00:00;2377.285;2738.05699999;208.744;1234.288;8405.526;-1847.152
SIN;SISTEMA INTERLIGADO NACIONAL;2025-09-04 08:00:00;32152.161;12977.122;14424.927;19111.21;78665.42;0.0
SE;SUDESTE/CENTRO-OESTE;2025-09-04 08:00:00;18315.21299999;8452.028;202.22;10376.819;43073.27899999;-5726.999
S;SUL;2025-09-04 08:00:00;9321.596;952.153;773.846;1359.722;15130.203;-2722.886
NE;NORDESTE;2025-09-04 09:00:00;2131.26;848.656;12138.4;7955.707;12223.936;10850.087
N;NORTE;2025-09-04 09:00:00;2303.763;2727.503;108.627;1758.996;8715.339;-1816.45
SIN;SISTEMA INTERLIGADO NACIONAL;2025-09-04 09:00:00;28886.757;12780.526;13240.007;25047.816;79955.11;0.0
SE;SUDESTE/CENTRO-OESTE;2025-09-04 09:00:00;16347.64499999;8216.784;201.759;13248.459;43694.54999999;-5679.903
S;SUL;2025-09-04 09:00:00;8104.08899999;987.583;791.221;2084.654;15321.281;-3353.734
NE;NORDESTE;2025-09-04 10:00:00;2147.297;833.009;11655.46199999;8937.999;12409.062;11164.705
N;NORTE;2025-09-04 10:00:00;2232.967;2715.90299999;74.512;2135.744;8881.02099999;-1721.895
SIN;SISTEMA INTERLIGADO NACIONAL;2025-09-04 10:00:00;27412.255;12701.582;12985.313;29112.8;82211.95;0.0
SE;SUDESTE/CENTRO-OESTE;2025-09-04 10:00:00;14928.40399999;8207.64;201.19;15459.401;45178.99799999;-6382.36299999
S;SUL;2025-09-04 10:00:00;8103.587;945.03;1054.149;2579.656;15742.869;-3060.447
NE;NORDESTE;2025-09-04 11:00:00;2141.48999999;820.897;11248.11499999;9146.23399999;12337.78699999;11018.949
N;NORTE;2025-09-04 11:00:00;2249.576;2678.87399999;93.779;2316.736;8922.515;-1583.55
SIN;SISTEMA INTERLIGADO NACIONAL;2025-09-04 11:00:00;27118.808;12450.929;12650.871;30903.2;83123.81;0.0
SE;SUDESTE/CENTRO-OESTE;2025-09-04 11:00:00;14633.28699999;8044.89399999;201.202;16596.789;46047.42899999;-6571.257
S;SUL;2025-09-04 11:00:00;8094.455;906.264;1107.775;2843.441;15816.077;-2864.142
NE;NORDESTE;2025-09-04 12:00:00;2133.69399999;830.893;10895.68999999;9047.35699999;12025.05099999;10882.583
N;NORTE;2025-09-04 12:00:00;2360.11299999;2624.40899999;110.406;2290.922;8839.67199999;-1453.822
SIN;SISTEMA INTERLIGADO NACIONAL;2025-09-04 12:00:00;26261.547;11493.66;12305.948;31013.243;81074.4;0.0
SE;SUDESTE/CENTRO-OESTE;2025-09-04 12:00:00;14412.48099999;7100.331;191.857;16785.108;45399.57199999;-6909.795
S;SUL;2025-09-04 12:00:00;7355.259;938.027;1107.995;2889.856;14810.103;-2518.966
NE;NORDESTE;2025-09-04 13:00:00;2153.63499999;869.967;11019.66099999;9192.66299999;12179.804;11056.122
N;NORTE;2025-09-04 13:00:00;2359.439;2696.23;101.375;2072.731;9048.965;-1819.18999999
SIN;SISTEMA INTERLIGADO NACIONAL;2025-09-04 13:00:00;29034.505;11705.642;12483.875;29919.057;83143.08;0.0
SE;SUDESTE/CENTRO-OESTE;2025-09-04 13:00:00;16475.576;7207.535;162.585;16025.946;46495.431;-6623.789
S;SUL;2025-09-04 13:00:00;8045.855;931.91;1200.254;2627.717;15418.879;-2613.143
NE;NORDESTE;2025-09-04 14:00:00;2138.178;884.753;11537.84999999;8365.518;12645.87;10280.429
N;NORTE;2025-09-04 14:00:00;2387.66799999;2751.144;89.497;1688.123;9174.939;-2258.507
SIN;SISTEMA INTERLIGADO NACIONAL;2025-09-04 14:00:00;33861.51;11758.438;12907.485;26356.485;84883.92;0.0
SE;SUDESTE/CENTRO-OESTE;2025-09-04 14:00:00;19421.85299999;7235.007;154.624;14302.47999999;47278.97599999;-6165.012
S;SUL;2025-09-04 14:00:00;9913.811;887.534;1125.514;2000.364;15784.133;-1856.91
NE;NORDESTE;2025-09-04 15:00:00;2184.75;881.134;13202.519;6864.619;12619.281;10513.741
N;NORTE;2025-09-04 15:00:00;2513.44899999;2770.05199999;110.641;1222.535;9247.09499999;-2630.41799999
SIN;SISTEMA INTERLIGADO NACIONAL;2025-09-04 15:00:00;39308.736;11725.024;14525.302;19934.357;85493.42;0.0
SE;SUDESTE/CENTRO-OESTE;2025-09-04 15:00:00;23401.5;7189.67;132.269;10453.24699999;47823.894;-6647.208
S;SUL;2025-09-04 15:00:00;11209.037;884.16799999;1079.873;1393.956;15803.149;-1236.115
NE;NORDESTE;2025-09-04 16:00:00;2557.10599999;950.036;15891.441;3727.196;13202.604;9923.17499999
N;NORTE;2025-09-04 16:00:00;2585.745;2766.548;175.546;667.533;9211.864;-3016.492
SIN;SISTEMA INTERLIGADO NACIONAL;2025-09-04 16:00:00;45737.89;11745.009;17302.926;11938.833;86724.66;0.0
SE;SUDESTE/CENTRO-OESTE;2025-09-04 16:00:00;28492.704;7123.72;147.508;6798.538;48489.785;-5927.315
S;SUL;2025-09-04 16:00:00;12102.335;904.705;1088.431;745.56599999;15820.405;-979.368
NE;NORDESTE;2025-09-04 17:00:00;3663.42499999;1094.471;18862.084;440.607;13850.286;10210.301
N;NORTE;2025-09-04 17:00:00;3713.66;2782.917;201.639;213.891;8785.368;-1873.261
SIN;SISTEMA INTERLIGADO NACIONAL;2025-09-04 17:00:00;52624.949;12469.367;20311.092;2360.49;87187.3;578.6
SE;SUDESTE/CENTRO-OESTE;2025-09-04 17:00:00;32342.377;7677.189;136.764;1513.748;48985.683;-7315.605
S;SUL;2025-09-04 17:00:00;12905.487;914.79;1110.605;192.244;15565.961;-442.83499999
NE;NORDESTE;2025-09-04 18:00:00;5324.099;1133.377;19917.32899999;2.06599999;14609.14099999;11767.73
N;NORTE;2025-09-04 18:00:00;5598.064;2769.43599999;200.157;18.52199999;8602.45;-16.271
SIN;SISTEMA INTERLIGADO NACIONAL;2025-09-04 18:00:00;58807.956;12675.354;21405.915;64.665;92159.95;793.94
SE;SUDESTE/CENTRO-OESTE;2025-09-04 18:00:00;34392.40899999;7891.669;166.961;42.76699999;52536.484;-10042.678
S;SUL;2025-09-04 18:00:00;13493.38399999;880.872;1121.46799999;1.31;16411.87399999;-914.83999999
NE;NORDESTE;2025-09-04 19:00:00;5239.09099999;1125.364;19997.31599999;1.499;14213.28099999;12149.989
N;NORTE;2025-09-04 19:00:00;4264.378;2812.185;248.767;0.0;8923.018;-1597.688
SIN;SISTEMA INTERLIGADO NACIONAL;2025-09-04 19:00:00;58361.561;12797.803;21569.39;12.611;91919.26;822.11
SE;SUDESTE/CENTRO-OESTE;2025-09-04 19:00:00;34481.19499999;7976.582;221.631;10.112;52343.054;-9653.534
S;SUL;2025-09-04 19:00:00;14376.897;883.672;1101.676;1.0;16439.906;-76.661
NE;NORDESTE;2025-09-04 20:00:00;4884.981;1130.058;20942.72299999;0.0;14147.55499999;12810.207
N;NORTE;2025-09-04 20:00:00;2987.52699999;2824.169;306.72;0.0;9088.06799999;-2969.652
SIN;SISTEMA INTERLIGADO NACIONAL;2025-09-04 20:00:00;55948.641;12854.016;22493.707;1.0;90446.34;851.02
SE;SUDESTE/CENTRO-OESTE;2025-09-04 20:00:00;33650.557;8013.934;238.455;0.0;51529.044;-9626.098
S;SUL;2025-09-04 20:00:00;14425.576;885.855;1005.809;1.0;15681.677;636.563
NE;NORDESTE;2025-09-04 21:00:00;4746.46499999;1128.979;20910.576;0.0;14258.751;12527.269
N;NORTE;2025-09-04 21:00:00;2590.19999999;2812.942;374.597;0.0;9257.37199999;-3479.633
SIN;SISTEMA INTERLIGADO NACIONAL;2025-09-04 21:00:00;54375.771;12847.585;22452.293;1.0;88543.34;1133.31
SE;SUDESTE/CENTRO-OESTE;2025-09-04 21:00:00;32889.08999999;8022.07;225.662;0.0;50119.624;-8982.802
S;SUL;2025-09-04 21:00:00;14150.01599999;883.594;941.458;1.0;14907.58799999;1068.48
NE;NORDESTE;2025-09-04 22:00:00;3931.796;1061.43699999;21131.28;0.0;14123.003;12001.51
N;NORTE;2025-09-04 22:00:00;2479.068;2837.485;388.129;0.0;9377.802;-3673.12
SIN;SISTEMA INTERLIGADO NACIONAL;2025-09-04 22:00:00;50560.631;12834.503;22742.011;1.0;84950.1;1188.04
SE;SUDESTE/CENTRO-OESTE;2025-09-04 22:00:00;29929.87199999;8051.81899999;224.841;0.0;47555.14599999;-9348.614
S;SUL;2025-09-04 22:00:00;14219.89499999;883.762;997.761;1.0;13894.15099999;2208.26699999
NE;NORDESTE;2025-09-04 23:00:00;2976.873;899.54599999;21245.88099999;0.0;13706.89999999;11415.4
N;NORTE;2025-09-04 23:00:00;2449.37;2844.116;391.388;0.0;9343.766;-3658.892
SIN;SISTEMA INTERLIGADO NACIONAL;2025-09-04 23:00:00;45402.872;12716.988;22764.791;1.0;79716.65;1169.0
SE;SUDESTE/CENTRO-OESTE;2025-09-04 23:00:00;28308.10499999;8087.404;232.168;0.0;44205.613;-7577.936
S;SUL;2025-09-04 23:00:00;11668.524;885.922;895.354;1.0;12460.372;990.428
NE;NORDESTE;2025-09-05 00:00:00;2405.56099999;874.843;21175.81099999;0.0;13228.18399999;11228.031
N;NORTE;2025-09-05 00:00:00;2422.54299999;2845.436;394.773;0.0;9119.864;-3457.11199999
SIN;SISTEMA INTERLIGADO NACIONAL;2025-09-05 00:00:00;40460.201;12418.024;22557.896;1.0;74556.9;880.23
SE;SUDESTE/CENTRO-OESTE;2025-09-05 00:00:00;25856.526;7809.783;232.484;0.0;40911.275;-7012.482
S;SUL;2025-09-05 00:00:00;9775.571;887.962;754.828;1.0;11297.57299999;121.788
NE;NORDESTE;2025-09-05 01:00:00;2173.123;871.587;21009.54999999;0.0;12768.83099999;11285.429
N;NORTE;2025-09-05 01:00:00;2442.27;2849.539;411.619;0.0;8912.607;-3209.179
SIN;SISTEMA INTERLIGADO NACIONAL;2025-09-05 01:00:00;36967.04;12406.981;22408.766;1.0;70896.04;887.75
SE;SUDESTE/CENTRO-OESTE;2025-09-05 01:00:00;23386.58399999;7791.567;240.058;0.0;38665.17099999;-7246.962
S;SUL;2025-09-05 01:00:00;8965.063;894.288;747.539;1.0;10549.431;58.45899999
NE;NORDESTE;2025-09-05 02:00:00;2108.61499999;866.542;21165.56999999;0.0;12570.04699999;11570.68
N;NORTE;2025-09-05 02:00:00;2453.245;2870.416;410.795;0.0;8720.528;-2986.072
SIN;SISTEMA INTERLIGADO NACIONAL;2025-09-05 02:00:00;34698.492;12479.447;22564.087;1.0;68828.08;914.95
SE;SUDESTE/CENTRO-OESTE;2025-09-05 02:00:00;21099.189;7846.371;243.491;0.0;37409.563;-8220.512
S;SUL;2025-09-05 02:00:00;9037.44299999;896.118;744.231;1.0;10127.94199999;550.85
NE;NORDESTE;2025-09-05 03:00:00;2120.812;848.053;20976.895;0.0;12370.257;11575.503
N;NORTE;2025-09-05 03:00:00;2459.443;2879.99699999;413.419;0.0;8522.163;-2769.304
SIN;SISTEMA INTERLIGADO NACIONAL;2025-09-05 03:00:00;33495.788;12613.558;22468.913;1.0;67642.36;936.9
SE;SUDESTE/CENTRO-OESTE;2025-09-05 03:00:00;19700.699;7955.373;245.272;0.0;36784.032;-8882.688
S;SUL;2025-09-05 03:00:00;9214.834;930.135;833.327;1.0;9965.908;1013.388
NE;NORDESTE;2025-09-05 04:00:00;2119.045;851.595;20509.12399999;2.073;12225.00699999;11256.83
N;NORTE;2025-09-05 04:00:00;2457.51799999;2882.61199999;410.705;0.0;8383.79699999;-2632.96199999
SIN;SISTEMA INTERLIGADO NACIONAL;2025-09-05 04:00:00;33915.8;12673.691;21997.126;12.139;67661.72;937.04
SE;SUDESTE/CENTRO-OESTE;2025-09-05 04:00:00;19502.89299999;7990.09499999;250.46;9.066;36976.40999999;-9223.896
S;SUL;2025-09-05 04:00:00;9836.344;949.389;826.837;1.0;10076.507;1537.063
NE;NORDESTE;2025-09-05 05:00:00;2126.774;871.333;20759.42599999;188.076;12331.81399999;11613.795
N;NORTE;2025-09-05 05:00:00;2459.264;2881.05;352.308;10.73;8244.156;-2540.804
SIN;SISTEMA INTERLIGADO NACIONAL;2025-09-05 05:00:00;35993.299;12710.756;22161.705;256.098;70184.89;936.97
SE;SUDESTE/CENTRO-OESTE;2025-09-05 05:00:00;19484.547;8003.25499999;253.447;56.292;38766.625;-10969.084
